1,3,7,15,23,44
13,16,35,41,42,47
1,9,17,30,31,44
6,23,25,33,34,47
6,16,21,24,26,45
1,19,22,32,39,45
9,12,35,44,47,48
1,4,5,16,38,50
6,11,12,14,15,18
4,6,10,42,47,48
4,13,15,31,39,45
6,20,24,26,31,50
14,31,39,44,45,46
12,13,42,46,48,49
3,35,37,39,41,50
3,11,13,23,33,47
3,17,25,46,48,50
10,18,20,39,42,49
6,19,33,34,39,47
4,8,10,11,22,25
4,26,27,29,34,35
5,22,28,46,47,48
4,5,11,27,34,50
